CCAA de su universidad	Ámbito de estudio	Tasas de actividad, empleo y paro	Total
País Vasco	Lenguas	Tasa de empleo	92,5
País Vasco	Lenguas	Tasa de paro	4,2
País Vasco	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	91
País Vasco	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	84,5
País Vasco	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	7,2
País Vasco	Economía	Tasa de actividad	87,5
País Vasco	Economía	Tasa de empleo	87,5
País Vasco	Economía	Tasa de paro	0
País Vasco	Psicología	Tasa de actividad	92,3
País Vasco	Psicología	Tasa de empleo	86,3
País Vasco	Psicología	Tasa de paro	6,5
País Vasco	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	81,5
País Vasco	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	76,7
País Vasco	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	6
País Vasco	Periodismo y documentación	Tasa de actividad	97,8
País Vasco	Periodismo y documentación	Tasa de empleo	85,7
País Vasco	Periodismo y documentación	Tasa de paro	12,3
País Vasco	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	95,3
País Vasco	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	87,6
País Vasco	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	8,1
País Vasco	Dirección y administración	Tasa de actividad	96,2
País Vasco	Dirección y administración	Tasa de empleo	87,9
País Vasco	Dirección y administración	Tasa de paro	8,7
País Vasco	Negocios y administración (Otros estudios)	Tasa de actividad	97,7
País Vasco	Negocios y administración (Otros estudios)	Tasa de empleo	91,1
País Vasco	Negocios y administración (Otros estudios)	Tasa de paro	6,8
País Vasco	Derecho	Tasa de actividad	92
País Vasco	Derecho	Tasa de empleo	85,5
País Vasco	Derecho	Tasa de paro	7
País Vasco	05 - CIENCIAS	Tasa de actividad	94,3
País Vasco	05 - CIENCIAS	Tasa de empleo	85,7
País Vasco	05 - CIENCIAS	Tasa de paro	9,1
País Vasco	Ciencias de la vida	Tasa de actividad	94,1
País Vasco	Ciencias de la vida	Tasa de empleo	79,6
País Vasco	Ciencias de la vida	Tasa de paro	15,5
País Vasco	Medio ambiente	Tasa de actividad	96,7
País Vasco	Medio ambiente	Tasa de empleo	93,4
País Vasco	Medio ambiente	Tasa de paro	3,4
País Vasco	Ciencias químicas, físicas y geológicas	Tasa de actividad	95,2
País Vasco	Ciencias químicas, físicas y geológicas	Tasa de empleo	87,5
País Vasco	Ciencias químicas, físicas y geológicas	Tasa de paro	8
País Vasco	Matemáticas y estadística	Tasa de actividad	89,5
País Vasco	Matemáticas y estadística	Tasa de empleo	89,5
País Vasco	Matemáticas y estadística	Tasa de paro	0
País Vasco	06 - INFORMÁTICA	Tasa de actividad	98,3
País Vasco	06 - INFORMÁTICA	Tasa de empleo	91,6
País Vasco	06 - INFORMÁTICA	Tasa de paro	6,8
País Vasco	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	97,6
País Vasco	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	94,8
País Vasco	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	2,8
País Vasco	Ingeniería y profesiones afines	Tasa de actividad	97,6
País Vasco	Ingeniería y profesiones afines	Tasa de empleo	95,7
País Vasco	Ingeniería y profesiones afines	Tasa de paro	2
País Vasco	Industria manufacturera y producción	Tasa de actividad	100
País Vasco	Industria manufacturera y producción	Tasa de empleo	87,8
País Vasco	Industria manufacturera y producción	Tasa de paro	12,2
País Vasco	Arquitectura y construcción	Tasa de actividad	96,7
País Vasco	Arquitectura y construcción	Tasa de empleo	92,6
País Vasco	Arquitectura y construcción	Tasa de paro	4,3
País Vasco	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	0
País Vasco	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	0
País Vasco	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	0
País Vasco	Agricultura y ganadería	Tasa de actividad	0
País Vasco	Agricultura y ganadería	Tasa de empleo	0
País Vasco	Agricultura y ganadería	Tasa de paro	0
País Vasco	Silvicultura	Tasa de actividad	0
País Vasco	Silvicultura	Tasa de empleo	0
País Vasco	Silvicultura	Tasa de paro	0
País Vasco	Veterinaria	Tasa de actividad	0
País Vasco	Veterinaria	Tasa de empleo	0
País Vasco	Veterinaria	Tasa de paro	0
País Vasco	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	95,2
País Vasco	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	92,3
País Vasco	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	3,1
País Vasco	Medicina	Tasa de actividad	97,9
País Vasco	Medicina	Tasa de empleo	93,8
País Vasco	Medicina	Tasa de paro	4,2
País Vasco	Enfermería	Tasa de actividad	94,7
País Vasco	Enfermería	Tasa de empleo	94,7
País Vasco	Enfermería	Tasa de paro	0
País Vasco	Salud (Otros estudios)	Tasa de actividad	96,2
País Vasco	Salud (Otros estudios)	Tasa de empleo	89,2
País Vasco	Salud (Otros estudios)	Tasa de paro	7,3
País Vasco	Servicios sociales	Tasa de actividad	91,6
País Vasco	Servicios sociales	Tasa de empleo	89,6
País Vasco	Servicios sociales	Tasa de paro	2,3
País Vasco	10 - SERVICIOS	Tasa de actividad	94,7
País Vasco	10 - SERVICIOS	Tasa de empleo	92,8
País Vasco	10 - SERVICIOS	Tasa de paro	2,1
País Vasco	Actividades físicas y deportivas	Tasa de actividad	95,1
País Vasco	Actividades físicas y deportivas	Tasa de empleo	95,1
País Vasco	Actividades físicas y deportivas	Tasa de paro	0
País Vasco	Viajes, turismo y ocio	Tasa de actividad	91,4
País Vasco	Viajes, turismo y ocio	Tasa de empleo	88,6
País Vasco	Viajes, turismo y ocio	Tasa de paro	3
País Vasco	Servicios (Otros estudios)	Tasa de actividad	100
País Vasco	Servicios (Otros estudios)	Tasa de empleo	86,9
País Vasco	Servicios (Otros estudios)	Tasa de paro	13,1
Rioja, La	TOTAL	Tasa de actividad	97,3
Rioja, La	TOTAL	Tasa de empleo	91,9
Rioja, La	TOTAL	Tasa de paro	5,5
Rioja, La	01 - EDUCACIÓN	Tasa de actividad	98
Rioja, La	01 - EDUCACIÓN	Tasa de empleo	92,7
Rioja, La	01 - EDUCACIÓN	Tasa de paro	5,4
Rioja, La	Formación de docentes de enseñanza infantil	Tasa de actividad	98,7
Rioja, La	Formación de docentes de enseñanza infantil	Tasa de empleo	96,5
Rioja, La	Formación de docentes de enseñanza infantil	Tasa de paro	2,3
Rioja, La	Formación de docentes de enseñanza primaria	Tasa de actividad	97,2
Rioja, La	Formación de docentes de enseñanza primaria	Tasa de empleo	88,9
Rioja, La	Formación de docentes de enseñanza primaria	Tasa de paro	8,5
Rioja, La	Educación (Otros estudios)	Tasa de actividad	0
Rioja, La	Educación (Otros estudios)	Tasa de empleo	0
Rioja, La	Educación (Otros estudios)	Tasa de paro	0
Rioja, La	02 - ARTES Y HUMANIDADES	Tasa de actividad	91,9
Rioja, La	02 - ARTES Y HUMANIDADES	Tasa de empleo	88,9
Rioja, La	02 - ARTES Y HUMANIDADES	Tasa de paro	3,2
Rioja, La	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	0
Rioja, La	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	0
Rioja, La	Técnicas audiovisuales y medios de comunicación	Tasa de paro	0
Rioja, La	Artes (Otros estudios)	Tasa de actividad	92,6
Rioja, La	Artes (Otros estudios)	Tasa de empleo	91
Rioja, La	Artes (Otros estudios)	Tasa de paro	1,7
Rioja, La	Humanidades	Tasa de actividad	100
Rioja, La	Humanidades	Tasa de empleo	88,8
Rioja, La	Humanidades	Tasa de paro	11,2
Rioja, La	Lenguas	Tasa de actividad	78,2
Rioja, La	Lenguas	Tasa de empleo	65,5
Rioja, La	Lenguas	Tasa de paro	16,2
Rioja, La	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	96,5
Rioja, La	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	90,6
Rioja, La	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	6,1
Rioja, La	Economía	Tasa de actividad	0
Rioja, La	Economía	Tasa de empleo	0
Rioja, La	Economía	Tasa de paro	0
Rioja, La	Psicología	Tasa de actividad	0
Rioja, La	Psicología	Tasa de empleo	0
Rioja, La	Psicología	Tasa de paro	0
Rioja, La	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	100
Rioja, La	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	100
Rioja, La	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	0
Rioja, La	Periodismo y documentación	Tasa de actividad	95,5
Rioja, La	Periodismo y documentación	Tasa de empleo	88
Rioja, La	Periodismo y documentación	Tasa de paro	7,9
Rioja, La	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	94,9
Rioja, La	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	86,5
Rioja, La	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	8,8
Rioja, La	Dirección y administración	Tasa de actividad	95
Rioja, La	Dirección y administración	Tasa de empleo	86,5
Rioja, La	Dirección y administración	Tasa de paro	8,9
Rioja, La	Negocios y administración (Otros estudios)	Tasa de actividad	0
Rioja, La	Negocios y administración (Otros estudios)	Tasa de empleo	0
Rioja, La	Negocios y administración (Otros estudios)	Tasa de paro	0
Rioja, La	Derecho	Tasa de actividad	94,5
Rioja, La	Derecho	Tasa de empleo	86,7
Rioja, La	Derecho	Tasa de paro	8,2
Rioja, La	05 - CIENCIAS	Tasa de actividad	91,4
Rioja, La	05 - CIENCIAS	Tasa de empleo	87,1
Rioja, La	05 - CIENCIAS	Tasa de paro	4,6
Rioja, La	Ciencias de la vida	Tasa de actividad	0
Rioja, La	Ciencias de la vida	Tasa de empleo	0
Rioja, La	Ciencias de la vida	Tasa de paro	0
Rioja, La	Medio ambiente	Tasa de actividad	0
Rioja, La	Medio ambiente	Tasa de empleo	0
Rioja, La	Medio ambiente	Tasa de paro	0
Rioja, La	Ciencias químicas, físicas y geológicas	Tasa de actividad	88,9
Rioja, La	Ciencias químicas, físicas y geológicas	Tasa de empleo	83,4
Rioja, La	Ciencias químicas, físicas y geológicas	Tasa de paro	6,1
Rioja, La	Matemáticas y estadística	Tasa de actividad	100
Rioja, La	Matemáticas y estadística	Tasa de empleo	100
Rioja, La	Matemáticas y estadística	Tasa de paro	0
Rioja, La	06 - INFORMÁTICA	Tasa de actividad	100
Rioja, La	06 - INFORMÁTICA	Tasa de empleo	94,3
Rioja, La	06 - INFORMÁTICA	Tasa de paro	5,7
Rioja, La	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	98,5
Rioja, La	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	92,7
Rioja, La	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	5,9
Rioja, La	Ingeniería y profesiones afines	Tasa de actividad	98,2
Rioja, La	Ingeniería y profesiones afines	Tasa de empleo	92
Rioja, La	Ingeniería y profesiones afines	Tasa de paro	6,4
Rioja, La	Industria manufacturera y producción	Tasa de actividad	100
Rioja, La	Industria manufacturera y producción	Tasa de empleo	96,7
Rioja, La	Industria manufacturera y producción	Tasa de paro	3,3
Rioja, La	Arquitectura y construcción	Tasa de actividad	0
Rioja, La	Arquitectura y construcción	Tasa de empleo	0
Rioja, La	Arquitectura y construcción	Tasa de paro	0
Rioja, La	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	100
Rioja, La	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	88,9
Rioja, La	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	11,1
Rioja, La	Agricultura y ganadería	Tasa de actividad	100
Rioja, La	Agricultura y ganadería	Tasa de empleo	88,9
Rioja, La	Agricultura y ganadería	Tasa de paro	11,1
Rioja, La	Silvicultura	Tasa de actividad	0
Rioja, La	Silvicultura	Tasa de empleo	0
Rioja, La	Silvicultura	Tasa de paro	0
Rioja, La	Veterinaria	Tasa de actividad	0
Rioja, La	Veterinaria	Tasa de empleo	0
Rioja, La	Veterinaria	Tasa de paro	0
Rioja, La	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	100
Rioja, La	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	97,3
Rioja, La	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	2,7
Rioja, La	Medicina	Tasa de actividad	0
Rioja, La	Medicina	Tasa de empleo	0
Rioja, La	Medicina	Tasa de paro	0
Rioja, La	Enfermería	Tasa de actividad	100
Rioja, La	Enfermería	Tasa de empleo	100
Rioja, La	Enfermería	Tasa de paro	0
Rioja, La	Salud (Otros estudios)	Tasa de actividad	0
Rioja, La	Salud (Otros estudios)	Tasa de empleo	0
Rioja, La	Salud (Otros estudios)	Tasa de paro	0
Rioja, La	Servicios sociales	Tasa de actividad	100
Rioja, La	Servicios sociales	Tasa de empleo	96,7
Rioja, La	Servicios sociales	Tasa de paro	3,3
Rioja, La	10 - SERVICIOS	Tasa de actividad	.
Rioja, La	10 - SERVICIOS	Tasa de empleo	.
Rioja, La	10 - SERVICIOS	Tasa de paro	.
Rioja, La	Actividades físicas y deportivas	Tasa de actividad	0
Rioja, La	Actividades físicas y deportivas	Tasa de empleo	0
Rioja, La	Actividades físicas y deportivas	Tasa de paro	0
Rioja, La	Viajes, turismo y ocio	Tasa de actividad	.
Rioja, La	Viajes, turismo y ocio	Tasa de empleo	.
Rioja, La	Viajes, turismo y ocio	Tasa de paro	.
Rioja, La	Servicios (Otros estudios)	Tasa de actividad	0
Rioja, La	Servicios (Otros estudios)	Tasa de empleo	0
Rioja, La	Servicios (Otros estudios)	Tasa de paro	0
Universidades de ámbito nacional	TOTAL	Tasa de actividad	92,5
Universidades de ámbito nacional	TOTAL	Tasa de empleo	87,6
Universidades de ámbito nacional	TOTAL	Tasa de paro	5,3
Universidades de ámbito nacional	01 - EDUCACIÓN	Tasa de actividad	95
Universidades de ámbito nacional	01 - EDUCACIÓN	Tasa de empleo	90
Universidades de ámbito nacional	01 - EDUCACIÓN	Tasa de paro	5,2
Universidades de ámbito nacional	Formación de docentes de enseñanza infantil	Tasa de actividad	0
Universidades de ámbito nacional	Formación de docentes de enseñanza infantil	Tasa de empleo	0
Universidades de ámbito nacional	Formación de docentes de enseñanza infantil	Tasa de paro	0
Universidades de ámbito nacional	Formación de docentes de enseñanza primaria	Tasa de actividad	0
Universidades de ámbito nacional	Formación de docentes de enseñanza primaria	Tasa de empleo	0
Universidades de ámbito nacional	Formación de docentes de enseñanza primaria	Tasa de paro	0
Universidades de ámbito nacional	Educación (Otros estudios)	Tasa de actividad	95
Universidades de ámbito nacional	Educación (Otros estudios)	Tasa de empleo	90
Universidades de ámbito nacional	Educación (Otros estudios)	Tasa de paro	5,2
Universidades de ámbito nacional	02 - ARTES Y HUMANIDADES	Tasa de actividad	93,4
Universidades de ámbito nacional	02 - ARTES Y HUMANIDADES	Tasa de empleo	84,1
Universidades de ámbito nacional	02 - ARTES Y HUMANIDADES	Tasa de paro	10
Universidades de ámbito nacional	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	0
Universidades de ámbito nacional	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	0
Universidades de ámbito nacional	Técnicas audiovisuales y medios de comunicación	Tasa de paro	0
Universidades de ámbito nacional	Artes (Otros estudios)	Tasa de actividad	88,3
Universidades de ámbito nacional	Artes (Otros estudios)	Tasa de empleo	74,3
Universidades de ámbito nacional	Artes (Otros estudios)	Tasa de paro	15,9
Universidades de ámbito nacional	Humanidades	Tasa de actividad	92,4
Universidades de ámbito nacional	Humanidades	Tasa de empleo	84,5
Universidades de ámbito nacional	Humanidades	Tasa de paro	8,6
Universidades de ámbito nacional	Lenguas	Tasa de actividad	95,7
Universidades de ámbito nacional	Lenguas	Tasa de empleo	86,2
Universidades de ámbito nacional	Lenguas	Tasa de paro	9,9
Universidades de ámbito nacional	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	89,6
Universidades de ámbito nacional	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	87
Universidades de ámbito nacional	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	2,9
Universidades de ámbito nacional	Economía	Tasa de actividad	98,1
Universidades de ámbito nacional	Economía	Tasa de empleo	92,8
Universidades de ámbito nacional	Economía	Tasa de paro	5,5
Universidades de ámbito nacional	Psicología	Tasa de actividad	88,9
Universidades de ámbito nacional	Psicología	Tasa de empleo	86,2
Universidades de ámbito nacional	Psicología	Tasa de paro	3
Universidades de ámbito nacional	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	88,9
Universidades de ámbito nacional	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	87
Universidades de ámbito nacional	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	2,1
Universidades de ámbito nacional	Periodismo y documentación	Tasa de actividad	0
Universidades de ámbito nacional	Periodismo y documentación	Tasa de empleo	0
Universidades de ámbito nacional	Periodismo y documentación	Tasa de paro	0
Universidades de ámbito nacional	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	94,7
Universidades de ámbito nacional	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	89,3
Universidades de ámbito nacional	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	5,6
Universidades de ámbito nacional	Dirección y administración	Tasa de actividad	97,5
Universidades de ámbito nacional	Dirección y administración	Tasa de empleo	92,5
Universidades de ámbito nacional	Dirección y administración	Tasa de paro	5,1
Universidades de ámbito nacional	Negocios y administración (Otros estudios)	Tasa de actividad	0
Universidades de ámbito nacional	Negocios y administración (Otros estudios)	Tasa de empleo	0
Universidades de ámbito nacional	Negocios y administración (Otros estudios)	Tasa de paro	0
Universidades de ámbito nacional	Derecho	Tasa de actividad	93
Universidades de ámbito nacional	Derecho	Tasa de empleo	87,5
Universidades de ámbito nacional	Derecho	Tasa de paro	6
Universidades de ámbito nacional	05 - CIENCIAS	Tasa de actividad	96,2
Universidades de ámbito nacional	05 - CIENCIAS	Tasa de empleo	90,7
Universidades de ámbito nacional	05 - CIENCIAS	Tasa de paro	5,7
Universidades de ámbito nacional	Ciencias de la vida	Tasa de actividad	0
Universidades de ámbito nacional	Ciencias de la vida	Tasa de empleo	0
Universidades de ámbito nacional	Ciencias de la vida	Tasa de paro	0
Universidades de ámbito nacional	Medio ambiente	Tasa de actividad	98,2
Universidades de ámbito nacional	Medio ambiente	Tasa de empleo	91,2
Universidades de ámbito nacional	Medio ambiente	Tasa de paro	7,1
Universidades de ámbito nacional	Ciencias químicas, físicas y geológicas	Tasa de actividad	92,5
Universidades de ámbito nacional	Ciencias químicas, físicas y geológicas	Tasa de empleo	90,2
Universidades de ámbito nacional	Ciencias químicas, físicas y geológicas	Tasa de paro	2,5
Universidades de ámbito nacional	Matemáticas y estadística	Tasa de actividad	93,2
Universidades de ámbito nacional	Matemáticas y estadística	Tasa de empleo	89,6
Universidades de ámbito nacional	Matemáticas y estadística	Tasa de paro	3,8
Universidades de ámbito nacional	06 - INFORMÁTICA	Tasa de actividad	97,9
Universidades de ámbito nacional	06 - INFORMÁTICA	Tasa de empleo	93,8
Universidades de ámbito nacional	06 - INFORMÁTICA	Tasa de paro	4,2
Universidades de ámbito nacional	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	96,5
Universidades de ámbito nacional	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	94,8
Universidades de ámbito nacional	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	1,7
Universidades de ámbito nacional	Ingeniería y profesiones afines	Tasa de actividad	96,5
Universidades de ámbito nacional	Ingeniería y profesiones afines	Tasa de empleo	94,8
Universidades de ámbito nacional	Ingeniería y profesiones afines	Tasa de paro	1,7
Universidades de ámbito nacional	Industria manufacturera y producción	Tasa de actividad	0
Universidades de ámbito nacional	Industria manufacturera y producción	Tasa de empleo	0
Universidades de ámbito nacional	Industria manufacturera y producción	Tasa de paro	0
Universidades de ámbito nacional	Arquitectura y construcción	Tasa de actividad	0
Universidades de ámbito nacional	Arquitectura y construcción	Tasa de empleo	0
Universidades de ámbito nacional	Arquitectura y construcción	Tasa de paro	0
Universidades de ámbito nacional	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	0
Universidades de ámbito nacional	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	0
Universidades de ámbito nacional	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	0
Universidades de ámbito nacional	Agricultura y ganadería	Tasa de actividad	0
Universidades de ámbito nacional	Agricultura y ganadería	Tasa de empleo	0
Universidades de ámbito nacional	Agricultura y ganadería	Tasa de paro	0
Universidades de ámbito nacional	Silvicultura	Tasa de actividad	0
Universidades de ámbito nacional	Silvicultura	Tasa de empleo	0
Universidades de ámbito nacional	Silvicultura	Tasa de paro	0
Universidades de ámbito nacional	Veterinaria	Tasa de actividad	0
Universidades de ámbito nacional	Veterinaria	Tasa de empleo	0
Universidades de ámbito nacional	Veterinaria	Tasa de paro	0
Universidades de ámbito nacional	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	88,9
Universidades de ámbito nacional	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	86,1
Universidades de ámbito nacional	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	3,1
Universidades de ámbito nacional	Medicina	Tasa de actividad	0
Universidades de ámbito nacional	Medicina	Tasa de empleo	0
Universidades de ámbito nacional	Medicina	Tasa de paro	0
Universidades de ámbito nacional	Enfermería	Tasa de actividad	0
Universidades de ámbito nacional	Enfermería	Tasa de empleo	0
Universidades de ámbito nacional	Enfermería	Tasa de paro	0
Universidades de ámbito nacional	Salud (Otros estudios)	Tasa de actividad	0
Universidades de ámbito nacional	Salud (Otros estudios)	Tasa de empleo	0
Universidades de ámbito nacional	Salud (Otros estudios)	Tasa de paro	0
Universidades de ámbito nacional	Servicios sociales	Tasa de actividad	88,9
Universidades de ámbito nacional	Servicios sociales	Tasa de empleo	86,1
Universidades de ámbito nacional	Servicios sociales	Tasa de paro	3,1
Universidades de ámbito nacional	10 - SERVICIOS	Tasa de actividad	84,8
Universidades de ámbito nacional	10 - SERVICIOS	Tasa de empleo	75,6
Universidades de ámbito nacional	10 - SERVICIOS	Tasa de paro	10,8
Universidades de ámbito nacional	Actividades físicas y deportivas	Tasa de actividad	0
Universidades de ámbito nacional	Actividades físicas y deportivas	Tasa de empleo	0
Universidades de ámbito nacional	Actividades físicas y deportivas	Tasa de paro	0
Universidades de ámbito nacional	Viajes, turismo y ocio	Tasa de actividad	84,8
Universidades de ámbito nacional	Viajes, turismo y ocio	Tasa de empleo	75,6
Universidades de ámbito nacional	Viajes, turismo y ocio	Tasa de paro	10,8
Universidades de ámbito nacional	Servicios (Otros estudios)	Tasa de actividad	0
Universidades de ámbito nacional	Servicios (Otros estudios)	Tasa de empleo	0
Universidades de ámbito nacional	Servicios (Otros estudios)	Tasa de paro	0
